product_id,sku,date,quantity,price,revenue,cost,profit,discount_percent,competitor_price,season,day_of_week,is_holiday,promotion_active
1,SKU0001,2023-01-01,118,309.85,36562.24,21458.3,15103.94,0.0,317.08,Winter,Sunday,True,False
1,SKU0001,2023-01-02,114,275.6,31418.16,20730.9,10687.26,14.49,342.99,Winter,Monday,False,True
1,SKU0001,2023-01-03,89,279.77,24899.43,16184.65,8714.78,0.0,307.92,Winter,Tuesday,False,False
1,SKU0001,2023-01-04,86,309.43,26611.36,15639.1,10972.26,0.0,276.13,Winter,Wednesday,False,False
1,SKU0001,2023-01-05,75,288.77,21658.02,13638.75,8019.27,0.0,339.93,Winter,Thursday,False,False
1,SKU0001,2023-01-06,79,278.37,21990.97,14366.15,7624.82,0.0,282.77,Winter,Friday,False,False
1,SKU0001,2023-01-07,191,257.03,49092.3,34733.35,14358.95,19.56,325.01,Winter,Saturday,False,True
1,SKU0001,2023-01-09,125,249.43,31178.63,22731.25,8447.38,23.56,333.5,Winter,Monday,False,True
1,SKU0001,2023-01-10,87,281.75,24512.15,15820.95,8691.2,0.0,285.65,Winter,Tuesday,False,False
1,SKU0001,2023-01-11,62,321.03,19903.84,11274.7,8629.14,0.0,339.35,Winter,Wednesday,False,False
1,SKU0001,2023-01-12,72,287.9,20728.62,13093.2,7635.42,0.0,328.55,Winter,Thursday,False,False
1,SKU0001,2023-01-13,77,297.4,22900.18,14002.45,8897.73,0.0,271.67,Winter,Friday,False,False
1,SKU0001,2023-01-14,56,325.18,18210.13,10183.6,8026.53,0.0,331.34,Winter,Saturday,False,False
1,SKU0001,2023-01-15,74,274.27,20296.31,13456.9,6839.41,0.0,287.82,Winter,Sunday,False,False
1,SKU0001,2023-01-16,61,321.4,19605.42,11092.85,8512.57,0.0,331.33,Winter,Monday,False,False
1,SKU0001,2023-01-17,56,320.5,17947.97,10183.6,7764.37,0.0,336.92,Winter,Tuesday,False,False
1,SKU0001,2023-01-18,82,286.26,23472.91,14911.7,8561.21,0.0,299.47,Winter,Wednesday,False,False
1,SKU0001,2023-01-19,57,320.98,18296.01,10365.45,7930.56,0.0,259.77,Winter,Thursday,False,False
1,SKU0001,2023-01-20,60,292.67,17560.2,10911.0,6649.2,0.0,345.53,Winter,Friday,False,False
1,SKU0001,2023-01-21,102,311.66,31788.92,18548.7,13240.22,0.0,346.83,Winter,Saturday,False,False
1,SKU0001,2023-01-22,74,329.7,24398.16,13456.9,10941.26,0.0,345.85,Winter,Sunday,False,False
1,SKU0001,2023-01-23,64,331.12,21191.49,11638.4,9553.09,0.0,267.47,Winter,Monday,False,False
1,SKU0001,2023-01-24,53,316.93,16797.47,9638.05,7159.42,0.0,312.74,Winter,Tuesday,False,False
1,SKU0001,2023-01-25,69,296.12,20432.35,12547.65,7884.7,0.0,280.78,Winter,Wednesday,False,False
1,SKU0001,2023-01-26,85,272.87,23194.33,15457.25,7737.08,0.0,306.58,Winter,Thursday,False,False
1,SKU0001,2023-01-27,56,317.75,17793.78,10183.6,7610.18,0.0,290.73,Winter,Friday,False,False
1,SKU0001,2023-01-28,155,266.23,41265.22,28186.75,13078.47,14.95,334.72,Winter,Saturday,False,True
1,SKU0001,2023-01-29,84,290.98,24442.01,15275.4,9166.61,0.0,294.75,Winter,Sunday,False,False
1,SKU0001,2023-01-30,73,290.69,21220.62,13275.05,7945.57,0.0,295.85,Winter,Monday,False,False
1,SKU0001,2023-01-31,62,313.83,19457.35,11274.7,8182.65,0.0,313.58,Winter,Tuesday,False,False
1,SKU0001,2023-02-02,74,298.83,22113.43,13456.9,8656.53,0.0,317.15,Winter,Thursday,False,False
1,SKU0001,2023-02-03,62,299.57,18573.59,11274.7,7298.89,0.0,300.64,Winter,Friday,False,False
1,SKU0001,2023-02-04,90,321.02,28892.15,16366.5,12525.65,0.0,265.33,Winter,Saturday,False,False
1,SKU0001,2023-02-05,68,311.14,21157.41,12365.8,8791.61,0.0,332.03,Winter,Sunday,False,False
1,SKU0001,2023-02-06,71,313.55,22262.35,12911.35,9351.0,0.0,275.72,Winter,Monday,False,False
1,SKU0001,2023-02-07,101,238.35,24073.72,18366.85,5706.87,17.13,264.24,Winter,Tuesday,False,True
1,SKU0001,2023-02-08,56,310.95,17412.97,10183.6,7229.37,0.0,320.93,Winter,Wednesday,False,False
1,SKU0001,2023-02-09,80,287.56,23004.91,14548.0,8456.91,0.0,258.12,Winter,Thursday,False,False
1,SKU0001,2023-02-10,74,319.45,23639.23,13456.9,10182.33,0.0,296.27,Winter,Friday,False,False
1,SKU0001,2023-02-11,79,330.84,26136.37,14366.15,11770.22,0.0,262.18,Winter,Saturday,False,False
1,SKU0001,2023-02-12,77,324.19,24963.0,14002.45,10960.55,0.0,330.49,Winter,Sunday,False,False
1,SKU0001,2023-02-13,60,332.65,19959.25,10911.0,9048.25,0.0,344.0,Winter,Monday,False,False
1,SKU0001,2023-02-14,71,309.91,22003.51,12911.35,9092.16,0.0,303.51,Winter,Tuesday,True,False
1,SKU0001,2023-02-15,64,305.98,19582.84,11638.4,7944.44,0.0,325.23,Winter,Wednesday,False,False
1,SKU0001,2023-02-16,72,288.48,20770.79,13093.2,7677.59,0.0,315.6,Winter,Thursday,False,False
1,SKU0001,2023-02-17,83,304.37,25262.8,15093.55,10169.25,0.0,282.59,Winter,Friday,False,False
1,SKU0001,2023-02-18,169,249.26,42124.8,30732.65,11392.15,14.08,306.73,Winter,Saturday,False,True
1,SKU0001,2023-02-19,69,286.79,19788.52,12547.65,7240.87,0.0,321.85,Winter,Sunday,False,False
1,SKU0001,2023-02-20,145,243.52,35310.23,26368.25,8941.98,18.14,276.42,Winter,Monday,False,True
1,SKU0001,2023-02-21,61,327.62,19984.8,11092.85,8891.95,0.0,320.86,Winter,Tuesday,False,False
1,SKU0001,2023-02-22,60,319.18,19150.76,10911.0,8239.76,0.0,258.15,Winter,Wednesday,False,False
1,SKU0001,2023-02-23,74,318.44,23564.9,13456.9,10108.0,0.0,344.31,Winter,Thursday,False,False
1,SKU0001,2023-02-24,78,318.08,24810.51,14184.3,10626.21,0.0,312.47,Winter,Friday,False,False
1,SKU0001,2023-02-25,108,286.07,30895.83,19639.8,11256.03,0.0,260.26,Winter,Saturday,False,False
1,SKU0001,2023-02-26,72,313.94,22603.6,13093.2,9510.4,0.0,272.62,Winter,Sunday,False,False
1,SKU0001,2023-02-27,77,280.51,21599.14,14002.45,7596.69,0.0,260.07,Winter,Monday,False,False
1,SKU0001,2023-03-01,139,281.0,39058.66,25277.15,13781.51,0.0,262.19,Spring,Wednesday,False,False
1,SKU0001,2023-03-02,110,285.6,31416.22,20003.5,11412.72,0.0,326.83,Spring,Thursday,False,False
1,SKU0001,2023-03-03,98,318.36,31198.87,17821.3,13377.57,0.0,280.56,Spring,Friday,False,False
1,SKU0001,2023-03-04,234,224.39,52506.42,42552.9,9953.52,18.09,289.44,Spring,Saturday,False,True
1,SKU0001,2023-03-05,99,320.13,31692.6,18003.15,13689.45,0.0,326.2,Spring,Sunday,False,False
1,SKU0001,2023-03-07,146,280.42,40941.76,26550.1,14391.66,0.0,308.9,Spring,Tuesday,False,False
1,SKU0001,2023-03-08,102,315.17,32147.42,18548.7,13598.72,0.0,272.87,Spring,Wednesday,False,False
1,SKU0001,2023-03-09,117,318.11,37218.67,21276.45,15942.22,0.0,332.11,Spring,Thursday,False,False
1,SKU0001,2023-03-11,112,313.83,35148.97,20367.2,14781.77,0.0,293.68,Spring,Saturday,False,False
1,SKU0001,2023-03-12,156,277.38,43271.06,28368.6,14902.46,0.0,314.65,Spring,Sunday,False,False
1,SKU0001,2023-03-13,124,319.6,39629.99,22549.4,17080.59,0.0,312.21,Spring,Monday,False,False
1,SKU0001,2023-03-14,95,332.41,31578.83,17275.75,14303.08,0.0,289.19,Spring,Tuesday,False,False
1,SKU0001,2023-03-15,139,295.23,41037.6,25277.15,15760.45,0.0,288.64,Spring,Wednesday,False,False
1,SKU0001,2023-03-16,60,322.62,19357.1,10911.0,8446.1,0.0,344.98,Spring,Thursday,False,False
1,SKU0001,2023-03-17,111,323.0,35853.55,20185.35,15668.2,0.0,297.21,Spring,Friday,False,False
1,SKU0001,2023-03-18,116,331.3,38430.24,21094.6,17335.64,0.0,331.1,Spring,Saturday,False,False
1,SKU0001,2023-03-19,125,302.08,37759.96,22731.25,15028.71,0.0,324.09,Spring,Sunday,False,False
1,SKU0001,2023-03-20,100,324.4,32439.94,18185.0,14254.94,0.0,265.5,Spring,Monday,False,False
1,SKU0001,2023-03-21,82,287.55,23579.43,14911.7,8667.73,0.0,313.11,Spring,Tuesday,False,False
1,SKU0001,2023-03-22,121,274.51,33215.91,22003.85,11212.06,0.0,274.15,Spring,Wednesday,False,False
1,SKU0001,2023-03-23,105,321.13,33719.01,19094.25,14624.76,0.0,337.66,Spring,Thursday,False,False
1,SKU0001,2023-03-25,136,277.96,37802.77,24731.6,13071.17,0.0,302.04,Spring,Saturday,False,False
1,SKU0001,2023-03-26,109,314.63,34295.1,19821.65,14473.45,0.0,302.25,Spring,Sunday,False,False
1,SKU0001,2023-03-27,113,278.41,31460.61,20549.05,10911.56,0.0,320.52,Spring,Monday,False,False
1,SKU0001,2023-03-28,121,308.02,37270.85,22003.85,15267.0,0.0,305.89,Spring,Tuesday,False,False
1,SKU0001,2023-03-29,106,317.99,33706.69,19276.1,14430.59,0.0,321.52,Spring,Wednesday,False,False
